eid,raw_eid,highway
40383,30613137,service
22626,22874700,residential
22627,22874700,residential
22629,22874798,residential
22630,22874798,residential
22631,22874798,residential
22632,22874823,residential
62878,84867915,secondary
22634,22874823,residential
22635,22874823,residential
22636,22874823,residential
22637,22874870,secondary
54194,53151799,secondary
57209,59848724,residential
22638,22874870,secondary
22639,22874870,secondary
22640,22874870,secondary
57235,59848726,residential
22641,22874870,secondary
22642,22874870,secondary
22644,22874870,secondary
22645,22874870,secondary
22646,22874870,secondary
22648,22880026,residential
22649,22880026,residential
59946,72224015,residential
134393,1018732344,residential
22650,22880174,residential
145278,1238946496,residential
22651,22880174,residential
22652,22880174,residential
22654,22880174,residential
22655,22880174,residential
22656,22880174,residential
22657,22880174,residential
22659,22880187,residential
22660,22880187,residential
22661,22882376,residential
132465,977417675,primary
22662,22882376,residential
22663,22882376,residential
85865,268408781,primary
86057,276801940,residential
22671,22882395,residential
22672,22882395,residential
22673,22882395,residential
22675,22882395,residential
22676,22882395,residential
22677,22882395,residential
50091,41975497,residential
22680,22883352,service
22874,22884279,service
51072,44800500,service
22681,22883352,service
51112,44802901,service
22699,22883355,service
22700,22883355,service
22701,22883355,service
22702,22883355,service
22703,22883355,service
22888,22884283,service
22704,22883355,service
22717,22883356,service
22705,22883355,service
95062,376850090,service
22706,22883355,service
22707,22883355,service
22708,22883355,service
22709,22883355,service
22710,22883355,service
51060,44800098,service
22711,22883355,service
22712,22883355,service
22713,22883355,service
22714,22883355,service
101153,496986174,service
22715,22883355,service
22849,22884274,service
80865,222575787,service
22771,22884007,service
80858,222575786,service
22738,22883481,service
51082,44800501,service
22723,22883358,service
74663,167401864,service
74669,167401865,service
22724,22883358,service
22725,22883358,service
22726,22883358,service
22727,22883358,service
23172,22937608,service
22729,22883359,service
23393,22947149,service
80555,220362132,service
22733,22883360,service
23223,22937609,service
22734,22883360,service
22735,22883360,service
74679,167401875,service
22739,22883481,service
23238,22937731,service
22742,22883484,service
22861,22884277,service
151720,1357152747,service
22743,22883484,service
137644,1094217617,service
22753,22884006,service
22754,22884006,service
22755,22884006,service
51086,44800501,service
22756,22884006,service
22870,22884278,service
22757,22884006,service
22758,22884006,service
77738,188842860,service
22759,22884006,service
22760,22884006,service
22761,22884006,service
22871,22884278,service
51085,44800501,service
22769,22884007,service
22775,22884007,service
22770,22884007,service
51092,44800639,service
22772,22884007,service
22773,22884007,service
22774,22884007,service
22780,22884008,service
22917,22884301,service
22781,22884008,service
22782,22884008,service
22789,22884009,service
22783,22884008,service
151733,1357152753,service
22790,22884009,service
22791,22884009,service
22792,22884009,service
22793,22884009,service
22795,22884010,service
23404,22947150,service
22800,22884011,service
23246,22937732,service
22801,22884011,service
148107,1294591960,service
22802,22884011,service
86568,283081739,service
22803,22884011,service
22808,22884013,service
22821,22884017,service
22809,22884013,service
22810,22884013,service
22811,22884013,service
23212,22937609,service
22813,22884016,service
116293,687532013,service
116286,687532012,service
22820,22884017,service
74681,167401875,service
22822,22884017,service
22823,22884017,service
23216,22937609,service
22824,22884017,service
22825,22884017,service
22831,22884043,service
22832,22884043,service
22833,22884043,service
22834,22884043,service
22835,22884043,service
22838,22884151,service
23289,22937762,service
22839,22884151,service
22843,22884273,service
22844,22884273,service
22845,22884273,service
133176,995910525,service
23283,22937762,service
22850,22884274,service
22851,22884274,service
22901,22884285,service
23300,22937786,service
124823,829253320,service
22856,22884276,service
22857,22884276,service
22966,22884755,service
22858,22884276,service
144885,1228007171,service
22859,22884276,service
22973,22884756,service
147054,1281779948,service
22877,22884280,service
22867,22884278,service
22868,22884278,service
22869,22884278,service
22881,22884282,service
22875,22884279,service
22879,22884281,service
22887,22884283,service
22889,22884283,service
22890,22884283,service
22891,22884283,service
51061,44800098,service
22893,22884284,service
22898,22884285,service
22899,22884285,service
23309,22937787,service
22900,22884285,service
22903,22884300,service
22913,22884301,service
22914,22884301,service
22915,22884301,service
22916,22884301,service
22918,22884301,service
22919,22884301,service
22935,22884688,service
22920,22884301,service
22921,22884301,service
144763,1227155612,service
151742,1357152949,service
22927,22884302,service
151728,1357152750,service
22928,22884302,service
22929,22884302,service
22930,22884302,service
22931,22884302,service
80573,220362134,service
22933,22884686,service
23265,22937734,service
22951,22884692,service
22937,22884689,service
22939,22884690,service
22957,22884694,service
22945,22884691,service
22946,22884691,service
84913,255119534,service
22947,22884691,service
22948,22884691,service
22949,22884691,service
22956,22884694,service
23263,22937734,service
51118,44803140,service
22958,22884694,service
22959,22884694,service
22967,22884755,service
22968,22884755,service
22969,22884755,service
22970,22884755,service
22971,22884755,service
22977,22894206,service
22978,22894206,service
22979,22894206,service
149368,1317029178,residential
22980,22894230,residential
134103,1015556773,residential
22981,22894230,residential
22982,22894230,residential
22983,22894230,residential
22984,22894230,residential
57252,59851630,residential
59943,72224013,residential
22994,22894380,service
22995,22894380,service
22996,22894380,service
22997,22894380,service
22998,22894380,service
22999,22894380,service
23000,22894380,service
23001,22897196,residential
23002,22897196,residential
23003,22897196,residential
23004,22897196,residential
23005,22897196,residential
23007,22897196,residential
23008,22897196,residential
23009,22897196,residential
23010,22897196,residential
145275,1238946496,residential
23011,22897525,residential
23012,22897525,residential
120881,754630093,residential
23013,22902094,residential
39349,30146638,secondary
23014,22902094,residential
23015,22902094,residential
23016,22902094,residential
67709,115857800,residential
23017,22902094,residential
23018,22902094,residential
23019,22902094,residential
87859,298852012,residential
23020,22902094,residential
23021,22902094,residential
23022,22902094,residential
23023,22902094,residential
33822,26118404,residential
23024,22902094,residential
23025,22902094,residential
23026,22902094,residential
75240,171962449,residential
23027,22902094,residential
23028,22902094,residential
23029,22902104,residential
141596,1176326844,residential
23030,22902104,residential
141604,1176326847,residential
23031,22902136,residential
64199,93478920,residential
23032,22902136,residential
23033,22902136,residential
33816,26118404,residential
150464,1337713089,secondary
23034,22902151,residential
39882,30276026,tertiary
50393,43837827,tertiary
23035,22902151,residential
23036,22902151,residential
87853,298852012,residential
23037,22902172,residential
23038,22902172,residential
23039,22902172,residential
23040,22902172,residential
67706,115857800,residential
70640,137007364,secondary
23041,22902183,residential
39932,30277364,residential
23042,22902183,residential
23043,22902183,residential
75216,171959517,residential
75221,171959519,residential
23044,22902196,residential
23045,22902196,residential
23046,22902196,residential
23047,22902196,residential
23048,22902196,residential
141597,1176326845,residential
23049,22902227,residential
23050,22902227,residential
23051,22902227,residential
23052,22902227,residential
23053,22902227,residential
23054,22902227,residential
23055,22902227,residential
23056,22902227,residential
23057,22902227,residential
23058,22902227,residential
23059,22902227,residential
39298,30145887,secondary
23060,22909702,residential
73674,162280821,primary
23061,22909702,residential
23062,22909702,residential
23063,22909702,residential
23064,22909702,residential
119987,742882600,residential
23065,22925181,secondary
23066,22925181,secondary
23067,22925181,secondary
23068,22925181,secondary
23069,22925181,secondary
23070,22925181,secondary
23074,22925198,primary
91251,331201868,service
23076,22925199,secondary
23077,22925199,secondary
23078,22925199,secondary
23079,22925199,secondary
23083,22925221,primary
23084,22925791,residential
91931,336799985,tertiary
23085,22925791,residential
23086,22925791,residential
23087,22925791,residential
23088,22925791,residential
23089,22925791,residential
23090,22925791,residential
23091,22925791,residential
23092,22925791,residential
89439,307734133,residential
23094,22926088,residential
23095,22926088,residential
23096,22926088,residential
23098,22926088,residential
23099,22926088,residential
80013,210609568,residential
23103,22926090,residential
23104,22926090,residential
23105,22926090,residential
23106,22926096,residential
117047,693056490,secondary
23107,22926096,residential
23108,22926096,residential
23109,22926096,residential
23110,22926096,residential
23111,22926096,residential
57493,61111031,residential
57502,61111034,residential
23112,22926116,residential
25318,23680130,residential
23113,22926116,residential
23114,22926116,residential
23115,22926116,residential
23116,22926116,residential
23117,22926116,residential
53252,50733107,residential
23118,22926118,residential
132955,987811720,residential
23119,22926118,residential
23120,22926118,residential
53041,49429322,residential
143363,1217037275,tertiary
23121,22926121,residential
93644,362926557,tertiary
23122,22926121,residential
23123,22926121,residential
23124,22926121,residential
23125,22926121,residential
145845,1243796998,residential
23126,22926122,residential
143388,1217037281,tertiary
23127,22926122,residential
23128,22926122,residential
23129,22926180,living_street
23130,22926180,living_street
23132,22926180,living_street
23133,22926180,living_street
23134,22926180,living_street
136939,1079763178,residential
23135,22926188,tertiary
23136,22926188,tertiary
106072,574335116,service
23137,22926188,tertiary
23139,22926215,service
106075,574335124,service
23140,22926328,residential
100393,478835108,primary
23141,22926328,residential
23142,22926328,residential
23144,22926328,residential
111757,653539560,residential
23145,22930514,residential
91703,335112498,primary
23146,22930514,residential
23147,22930514,residential
23148,22930514,residential
126865,864279461,service
23149,22930514,residential
126873,864279464,service
23150,22930514,residential
126853,864279457,service
23151,22930514,residential
126869,864279463,service
23152,22930514,residential
23153,22930514,residential
54223,53207349,residential
73259,159555840,service
23154,22932037,residential
23232,22937711,residential
23155,22932037,residential
23156,22932037,residential
23157,22932037,residential
23158,22932037,residential
23159,22932037,residential
23160,22932037,residential
23161,22932037,residential
62371,84193210,primary
62397,84193225,primary
23162,22934762,secondary
23163,22934762,secondary
23164,22934762,secondary
23165,22934762,secondary
62390,84193225,primary
147824,1290287865,secondary
23173,22937608,service
23174,22937608,service
94968,376806218,service
23175,22937608,service
81146,227994312,service
23176,22937608,service
23177,22937608,service
23205,22937609,service
23206,22937609,service
23207,22937609,service
23208,22937609,service
23209,22937609,service
116298,687532014,service
23210,22937609,service
94979,376806224,service
23211,22937609,service
23213,22937609,service
23214,22937609,service
94988,376806228,service
23215,22937609,service
23217,22937609,service
95010,376814318,service
23218,22937609,service
95003,376814318,service
23219,22937609,service
95030,376814333,service
23220,22937609,service
23221,22937609,service
95019,376814327,service
23222,22937609,service
95044,376814334,service
23224,22937609,service
23225,22937609,service
23402,22947150,service
23226,22937609,service
23227,22937609,service
23228,22937609,service
23229,22937609,service
23230,22937609,service
23231,22937609,service
124747,829248793,service
23233,22937711,residential
23234,22937711,residential
23235,22937711,residential
23236,22937711,residential
76875,183690086,tertiary
23245,22937732,service
23247,22937732,service
23248,22937732,service
23249,22937732,service
23250,22937732,service
151737,1357152754,service
23251,22937733,service
148144,1294724658,service
151744,1357152952,service
23252,22937733,service
23253,22937733,service
23254,22937733,service
23255,22937733,service
51104,44801520,service
144766,1227155613,service
23264,22937734,service
23266,22937734,service
23267,22937734,service
23268,22937734,service
23269,22937734,service
23284,22937762,service
23285,22937762,service
23286,22937762,service
23287,22937762,service
23288,22937762,service
23290,22937762,service
23291,22937762,service
23292,22937762,service
23293,22937762,service
23294,22937762,service
23295,22937762,service
51097,44801071,service
23301,22937786,service
23302,22937786,service
23307,22937787,service
23303,22937786,service
23308,22937787,service
23311,22937936,residential
23312,22937936,residential
23313,22937936,residential
134631,1023072659,service
23314,22937936,residential
23315,22937936,residential
23316,22937936,residential
23317,22937936,residential
23318,22937936,residential
23319,22937936,residential
23320,22940762,residential
45546,36824498,tertiary
23321,22940762,residential
23322,22940762,residential
23323,22940762,residential
23324,22940779,residential
23325,22940779,residential
23327,22940796,residential
23328,22940797,residential
23331,22940824,residential
121017,756271541,secondary
23332,22940824,residential
23334,22940894,tertiary
23335,22940894,tertiary
23337,22940894,tertiary
23339,22940894,tertiary
23340,22940894,tertiary
23341,22940894,tertiary
23342,22940894,tertiary
122928,801801010,service
23343,22940894,tertiary
23344,22940912,tertiary
23345,22940912,tertiary
23347,22940912,tertiary
23349,22940912,tertiary
23350,22940912,tertiary
23351,22940912,tertiary
23352,22940912,tertiary
23353,22940912,tertiary
23354,22940912,tertiary
103865,548171415,living_street
23355,22940912,tertiary
23356,22940912,tertiary
23357,22940912,tertiary
23358,22940912,tertiary
57365,60208991,living_street
23359,22940912,tertiary
23361,22940912,tertiary
23362,22940912,tertiary
23363,22940983,living_street
55401,55129128,secondary
23364,22940983,living_street
23365,22940983,living_street
23366,22940983,living_street
23367,22940983,living_street
23370,22945555,residential
43432,34322393,residential
23371,22945555,residential
23375,22946745,residential
23378,22946771,residential
23383,22946786,residential
23376,22946745,residential
23377,22946745,residential
23379,22946771,residential
23380,22946771,residential
23384,22946786,residential
142045,1188661624,residential
23387,22947147,service
23388,22947147,service
137626,1094217614,service
23394,22947149,service
23395,22947149,service
23396,22947149,service
23403,22947150,service
23405,22947150,service
23406,22947150,service
23408,22947151,service
23409,22948946,residential
102018,514262183,residential
23410,22948946,residential
23411,22948946,residential
23412,22948946,residential
23424,22950261,residential
33294,25690485,residential
120650,752069891,primary
23426,22950261,residential
23427,22950261,residential
23428,22950261,residential
29143,24587637,living_street
23429,22950261,residential
23430,22950261,residential
23431,22950261,residential
23432,22950261,residential
23433,22950261,residential
23434,22950261,residential
23459,22950329,residential
23435,22950283,residential
90850,329383268,primary
23436,22950283,residential
23437,22950283,residential
23438,22950283,residential
23439,22950283,residential
23440,22950283,residential
23441,22950283,residential
23442,22950283,residential
23454,22950329,residential
23455,22950329,residential
23456,22950329,residential
23457,22950329,residential
23458,22950329,residential
23460,22950329,residential
23461,22950329,residential
23462,22950329,residential
23463,22950329,residential
23464,22950329,residential
23471,22950354,residential
23472,22950354,residential
23473,22950354,residential
23474,22950354,residential
23475,22950354,residential
23476,22950354,residential
62590,84755710,residential
134353,1016235711,residential
23477,22950368,tertiary
78501,194937176,tertiary
23478,22950368,tertiary
135628,1048905790,tertiary
23486,22950426,residential
23487,22950426,residential
23488,22950426,residential
23489,22950426,residential
23490,22950426,residential
23495,22950430,residential
23491,22950426,residential
23492,22950426,residential
23493,22950429,residential
28699,24342558,living_street
23494,22950429,residential
23496,22950430,residential
23497,22950430,residential
23498,22950430,residential
23500,22956317,residential
23501,22956317,residential
23502,22956317,residential
23503,22956317,residential
23507,22956648,primary
23509,22956670,primary
23512,22956671,primary
23513,22956671,primary
23533,22957035,primary
23514,22956748,service
51418,45180810,secondary
23515,22956748,service
23516,22956748,service
80502,219260327,service
23517,22956802,residential
51419,45180810,secondary
23518,22956802,residential
23519,22956802,residential
23521,22956802,residential
23522,22956802,residential
141124,1164285833,tertiary
141125,1164285834,tertiary
23528,22956888,living_street
78121,191714991,secondary
23529,22956888,living_street
23530,22956888,living_street
23531,22956888,living_street
23532,22956888,living_street
105110,563926529,primary
23534,22957047,primary
32816,25466982,primary
23535,22957047,primary
23536,22957047,primary
23537,22957047,primary
23538,22957047,primary
23539,22957047,primary
23540,22957047,primary
61178,83120618,primary
128824,876590718,service
23541,22957049,primary
128191,874632754,primary
23542,22957050,primary
23544,22964641,primary
23548,22964675,service
23549,22972089,residential
23550,22972089,residential
76887,184074380,service
120868,754316772,residential
23552,22972090,residential
23554,22972336,service
23555,22972336,service
23556,22972336,service
23557,22972336,service
79668,205395233,secondary
23559,22972850,tertiary
23560,22972851,tertiary
23561,22972851,tertiary
23562,22973291,living_street
23563,22973291,living_street
23564,22973291,living_street
23565,22973291,living_street
23566,22973291,living_street
23567,22973291,living_street
23568,22973291,living_street
23569,22973291,living_street
23570,22973291,living_street
23573,22973383,residential
93248,361292435,residential
23574,22973383,residential
23575,22973414,service
61499,83268801,residential
23576,22973414,service
23577,22973414,service
23578,22973414,service
23579,22973459,residential
23580,22973459,residential
54436,53604499,residential
125492,845612897,residential
23581,22979799,service
79528,204056332,primary
23583,22979799,service
23585,22982498,primary
23586,22982498,primary
105071,563926492,primary
151758,1359268742,primary
23587,22982500,primary
102638,521481260,service
23588,22982500,primary
23589,22982503,primary
98247,430567574,primary
23590,22982503,primary
23591,22982503,primary
102639,521481261,primary
115347,684387730,service
147206,1284153782,service
23592,22982585,residential
23593,22982585,residential
60641,79653323,service
119904,739109838,residential
23594,22982634,residential
80141,215486916,residential
23595,22982634,residential
23597,22982693,residential
23598,22982693,residential
23599,22982693,residential
23600,22982693,residential
23601,22982693,residential
50560,43904125,primary
23602,22987244,residential
132452,977417671,secondary
23603,22987244,residential
23604,22987244,residential
23605,22987244,residential
23606,22987244,residential
67275,113577235,residential
23608,22987305,living_street
23609,22987305,living_street
23610,22987305,living_street
23611,22987305,living_street
23612,22987305,living_street
145142,1233494164,service
23613,22987305,living_street
23614,22987305,living_street
23615,22987305,living_street
23616,22987305,living_street
23617,22987305,living_street
23618,22987305,living_street
23620,22987305,living_street
23621,22987305,living_street
23622,22987305,living_street
23623,22987305,living_street
23625,22987305,living_street
23626,22987305,living_street
146982,1280239632,living_street
146985,1280239633,living_street
23627,22987327,living_street
57871,62359260,secondary
23628,22987327,living_street
23629,22987327,living_street
23630,22987327,living_street
23631,22987327,living_street
67695,115804164,living_street
23633,22987415,residential
23634,22987415,residential
23635,22987415,residential
23636,22987415,residential
23637,22996419,residential
142677,1203937733,residential
23638,22996419,residential
23639,22996419,residential
23641,22996421,residential
23642,22996421,residential
147805,1290262410,residential
23644,22996440,primary
53718,51910595,primary
23648,22996449,primary
23649,23012896,service
151684,1356857743,tertiary
23650,23012896,service
23651,23012896,service
23652,23012896,service
23653,23012896,service
23654,23012896,service
26574,23920545,service
23656,23017514,residential
23657,23017514,residential
23658,23017514,residential
23659,23017514,residential
23660,23017514,residential
23661,23017514,residential
23662,23017514,residential
50557,43904125,primary
23663,23017749,residential
23664,23017749,residential
23665,23017749,residential
23666,23017749,residential
133780,1012746251,primary
23676,23017786,living_street
155396,1452587205,residential
23677,23017786,living_street
23678,23017786,living_street
23679,23017786,living_street
23680,23017786,living_street
23681,23017786,living_street
23682,23017786,living_street
23683,23017786,living_street
23684,23017786,living_street
89521,309624243,primary
23687,23025371,service
142366,1196405595,residential
23688,23025371,service
23689,23025503,living_street
133899,1014602458,living_street
23690,23025503,living_street
23691,23025503,living_street
23692,23025503,living_street
23693,23032674,residential
131712,962243685,tertiary
23694,23032674,residential
23695,23032674,residential
23696,23032674,residential
23697,23032674,residential
23698,23032674,residential
23699,23032674,residential
143226,1214885549,residential
23700,23032764,residential
23701,23032764,residential
23702,23032764,residential
52998,49429176,residential
89810,312337582,tertiary
23707,23032839,service
23708,23032839,service
23710,23032928,primary
131395,956985675,primary
23711,23041198,residential
30874,24719754,service
141440,1174777239,residential
142942,1206578260,residential
23712,23041198,residential
23713,23041198,residential
23714,23041198,residential
23715,23041198,residential
62618,84760673,residential
23716,23041198,residential
23717,23041198,residential
38617,30030411,residential
23718,23041199,residential
23724,23041204,residential
23719,23041199,residential
62623,84760674,residential
23720,23041204,residential
34015,26317469,residential
23721,23041204,residential
23722,23041204,residential
115641,685377674,service
23723,23041204,residential
126708,860435122,service
23725,23041204,residential
23726,23041240,residential
23727,23041240,residential
23728,23041240,residential
60272,76742835,residential
23729,23041255,residential
76695,183535187,primary
23730,23041255,residential
23731,23041255,residential
23732,23041255,residential
77446,188369646,residential
23736,23041256,residential
100532,481236903,residential
23737,23041256,residential
23738,23041256,residential
86732,284231636,residential
23739,23041263,residential
60359,77628892,residential
23740,23041263,residential
23745,23041265,tertiary
23746,23041265,tertiary
23747,23041265,tertiary
23748,23041265,tertiary
37307,28887940,tertiary
142074,1189609158,residential
23750,23041266,residential
23751,23041266,residential
23752,23041266,residential
23753,23041266,residential
23754,23041266,residential
23755,23041266,residential
23756,23041266,residential
23757,23041266,residential
23758,23041266,residential
23759,23041266,residential
99327,454583024,residential
133184,996020400,residential
23761,23041294,residential
133293,996093892,residential
64846,97693080,residential
23762,23041295,residential
37172,28887315,residential
107259,585363207,secondary
23763,23041295,residential
23764,23041295,residential
49044,40757052,residential
23765,23041295,residential
23766,23041295,residential
23767,23041295,residential
23776,23041301,residential
64855,97693081,residential
23777,23041301,residential
23778,23041301,residential
64868,97693085,residential
23779,23041301,residential
23780,23041301,residential
92232,338024971,tertiary
23781,23041301,residential
23782,23041301,residential
23783,23041301,residential
41111,31354005,residential
23784,23041302,residential
37248,28887712,residential
37270,28887714,residential
23785,23041302,residential
23786,23041302,residential
92229,338024971,tertiary
23787,23041304,residential
23978,23054968,residential
23788,23041304,residential
23789,23041304,residential
23790,23041304,residential
23791,23041304,residential
23796,23041307,residential
23792,23041304,residential
23793,23041304,residential
50116,42136105,residential
23794,23041304,residential
23795,23041307,residential
64849,97693080,residential
23797,23041307,residential
115849,685731854,secondary
23798,23041327,tertiary
37813,29179690,tertiary
23799,23041327,tertiary
149120,1314783340,residential
153843,1422116000,tertiary
23811,23041338,residential
127095,866641448,tertiary
23812,23041338,residential
23813,23041338,residential
23814,23041338,residential
23815,23041338,residential
23816,23041338,residential
23817,23041338,residential
23818,23041338,residential
23819,23041338,residential
23820,23041338,residential
23821,23041338,residential
38978,30071988,residential
116063,686450816,residential
23822,23041341,residential
115825,685730456,living_street
23823,23041341,residential
23824,23041341,residential
122241,776834625,service
23825,23041341,residential
23826,23041341,residential
23827,23041341,residential
98568,439864856,service
23828,23041341,residential
23829,23041341,residential
23830,23041341,residential
23831,23041341,residential
38936,30071394,residential
23832,23041341,residential
49486,41114739,residential
23833,23041341,residential
23834,23041341,residential
38945,30071396,residential
64911,97696719,residential
23837,23041344,residential
72827,156857299,tertiary
153199,1408810490,residential
23838,23041344,residential
23844,23041375,residential
23845,23041375,residential
23846,23041375,residential
40885,31140981,residential
23847,23041375,residential
23848,23041375,residential
23849,23041381,secondary
23850,23041381,secondary
23851,23041381,secondary
83144,244700716,service
23852,23041381,secondary
23853,23041381,secondary
23854,23041381,secondary
23855,23041381,secondary
23856,23041381,secondary
121758,765658081,residential
66667,109656512,secondary
23858,23041575,residential
23859,23041575,residential
23860,23041575,residential
23861,23041575,residential
23862,23041575,residential
65906,105358948,residential
23863,23046234,trunk_link
23864,23046234,trunk_link
23865,23046234,trunk_link
131398,956985677,motorway_link
23866,23046236,motorway_link
23867,23046236,motorway_link
23868,23046236,motorway_link
23869,23046236,motorway_link
117092,693941346,motorway_link
23871,23046239,trunk_link
65137,99084413,trunk_link
23872,23046241,trunk_link
23873,23046241,trunk_link
23874,23046241,trunk_link
23875,23046241,trunk_link
23876,23046241,trunk_link
23878,23046242,motorway_link
23879,23046242,motorway_link
23880,23046242,motorway_link
23881,23046242,motorway_link
23882,23046242,motorway_link
23883,23046242,motorway_link
23884,23046242,motorway_link
23885,23046242,motorway_link
23886,23046242,motorway_link
23887,23046242,motorway_link
23932,23052420,motorway_link
23888,23046243,trunk_link
23889,23046243,trunk_link
111868,655099247,trunk
23891,23046244,motorway_link
23892,23046244,motorway_link
23893,23046244,motorway_link
23894,23046244,motorway_link
23895,23046244,motorway_link
23896,23046244,motorway_link
23897,23046244,motorway_link
23899,23046245,trunk_link
23900,23046245,trunk_link
23901,23046245,trunk_link
65129,99084408,trunk_link
23902,23046910,living_street
112353,662409825,secondary
23903,23046910,living_street
23904,23046910,living_street
23905,23046910,living_street
82589,242311748,secondary
23906,23046988,service
23907,23046988,service
23908,23046988,service
107873,600284070,service
23910,23047039,residential
23911,23047039,residential
23912,23047039,residential
23913,23052407,motorway_link
23914,23052407,motorway_link
23915,23052407,motorway_link
23916,23052407,motorway_link
23917,23052407,motorway_link
23918,23052407,motorway_link
23919,23052416,motorway_link
23920,23052416,motorway_link
23921,23052416,motorway_link
59642,71055778,primary
23922,23052417,motorway_link
23923,23052417,motorway_link
23924,23052417,motorway_link
23925,23052417,motorway_link
23930,23052419,motorway_link
23926,23052418,motorway_link
23927,23052418,motorway_link
23928,23052418,motorway_link
23929,23052418,motorway_link
23931,23052419,motorway_link
116958,691291796,motorway
23933,23052420,motorway_link
23934,23052420,motorway_link
23935,23052420,motorway_link
23936,23052420,motorway_link
23937,23052420,motorway_link
131397,956985676,motorway_link
23938,23052421,motorway_link
23939,23052421,motorway_link
23940,23052421,motorway_link
23941,23052421,motorway_link
23942,23052421,motorway_link
23943,23052421,motorway_link
23944,23052439,trunk
135590,1046307202,trunk
23945,23052440,trunk
152015,1369394849,trunk_link
23946,23052441,trunk
23947,23052441,trunk
23948,23052441,trunk
23949,23052441,trunk
23950,23052441,trunk
135588,1046307201,trunk
23952,23052446,trunk_link
23953,23052446,trunk_link
23954,23052446,trunk_link
153913,1422180227,trunk_link
23955,23052480,primary
23956,23052480,primary
23957,23052480,primary
23958,23052480,primary
80906,223679295,primary
23959,23054948,residential
133332,996093896,residential
23960,23054948,residential
23961,23054948,residential
23962,23054948,residential
23963,23054948,residential
23964,23054950,residential
23965,23054950,residential
37297,28887814,residential
23975,23054968,residential
133327,996093895,residential
23976,23054968,residential
23977,23054968,residential
140588,1148816526,service
23979,23054968,residential
23980,23054968,residential
23981,23054968,residential
23982,23054968,residential
23983,23054968,residential
117082,693334437,secondary
23989,23054973,unclassified
143443,1217368338,residential
23990,23054973,unclassified
23991,23054973,unclassified
23992,23054973,unclassified
23993,23054973,unclassified
23999,23054980,tertiary
39411,30158983,tertiary
24000,23054980,tertiary
24001,23054980,tertiary
24002,23054980,tertiary
24003,23054980,tertiary
143436,1217368337,tertiary
24012,23054994,residential
112930,668250359,secondary
24013,23054994,residential
24014,23054994,residential
24015,23054994,residential
24016,23054994,residential
24017,23054994,residential
24018,23054994,residential
24019,23054994,residential
24023,23054995,residential
153170,1396584848,residential
24024,23054995,residential
24025,23054995,residential
98580,440082469,service
64903,97694824,residential
24026,23054996,residential
49509,41114741,tertiary
24027,23054996,residential
24028,23054996,residential
24029,23054996,residential
24030,23054996,residential
96400,398669744,service
24031,23054996,residential
38593,30028796,residential
38729,30041118,residential
24038,23054998,tertiary
49526,41114745,residential
24039,23054998,tertiary
24040,23054998,tertiary
24041,23054998,tertiary
24042,23054998,tertiary
24043,23054998,tertiary
113738,673630758,tertiary
24049,23055008,residential
74303,164735152,residential
24050,23055008,residential
24051,23055008,residential
24052,23055008,residential
24053,23055008,residential
40034,30285454,residential
98447,435983511,residential
24054,23055011,residential
40116,30285606,residential
24055,23055011,residential
24056,23055011,residential
40089,30285602,residential
24057,23055011,residential
119376,730801048,residential
24071,23055023,tertiary
24072,23055023,tertiary
24073,23055023,tertiary
24074,23055023,tertiary
24075,23055023,tertiary
24076,23055023,tertiary
24077,23055023,tertiary
24078,23055023,tertiary
24079,23055023,tertiary
24080,23055023,tertiary
24081,23055023,tertiary
24082,23055023,tertiary
24083,23055023,tertiary
123504,813706928,service
40101,30285606,residential
24085,23055378,trunk_link
24086,23055378,trunk_link
99985,468747361,trunk
24087,23056166,residential
62782,84796926,tertiary
24088,23056166,residential
24090,23056166,residential
24091,23056247,secondary
49891,41587294,primary
62519,84678759,primary
24092,23056247,secondary
24093,23056247,secondary
129355,881273414,secondary
24097,23056272,secondary
119888,738116004,secondary
24098,23056272,secondary
24099,23056272,secondary
24104,23063556,service
24105,23063556,service
142434,1196897203,service
142416,1196897184,service
24107,23071686,living_street
106151,576429481,living_street
24110,23084172,residential
24111,23084172,residential
24112,23097510,residential
44540,34856684,residential
24113,23097510,residential
24114,23097510,residential
24115,23097510,residential
24116,23097510,residential
24117,23097510,residential
24118,23097510,residential
24119,23097510,residential
24120,23097510,residential
24131,23097650,service
119038,723062104,service
24132,23097650,service
24133,23097650,service
24134,23097650,service
28527,24301446,service
24135,23097650,service
24136,23097650,service
28599,24337180,service
24137,23097650,service
24138,23097650,service
28689,24337185,service
24139,23103243,living_street
146390,1267517162,residential
24140,23103243,living_street
24141,23103243,living_street
37923,29382287,residential
24143,23103292,residential
24144,23103292,residential
24145,23103292,residential
24146,23103292,residential
30822,24702984,residential
33863,26213704,residential
24147,23103327,residential
26465,23865707,residential
24148,23103327,residential
24149,23103327,residential
152563,1384252043,residential
24161,23103487,residential
24162,23103487,residential
24163,23103487,residential
24164,23103487,residential
24165,23103487,residential
24166,23103487,residential
24167,23103487,residential
24168,23103487,residential
24169,23103487,residential
134052,1015228643,residential
24170,23103520,residential
26252,23846062,residential
24171,23103520,residential
24172,23103520,residential
89691,311121463,service
24173,23103520,residential
52709,48804903,living_street
24174,23109392,residential
133654,1006120886,tertiary
24175,23109392,residential
24176,23109392,residential
143485,1217409385,service
143486,1217409386,residential
155261,1447675961,service
24193,23109826,secondary
24194,23109826,secondary
